Language,Runtime Percentile
Racket,98.20305660377358
Erlang,93.91534222222224
Elixir,88.48863777777777
Scala,84.674
PHP,75.2659375
Java,73.44080487804878
C,71.07065466666667
Rust,69.20716219512195
Ruby,68.70523552631579
Swift,68.62421923076923
Dart,67.81668461538462
C++,67.48495000000001
C#,65.55746
Kotlin,62.96326470588236
Go,61.655739506172836
TypeScript,59.52559113924051
Python2,57.57426375
Python3,53.36639743589743
JavaScript,52.13080256410257
