Language,Memory Percentile
Racket,98.20305660377358
Erlang,95.76719555555556
C,92.081092
Elixir,88.56457777777777
Scala,85.46768048780488
Python3,76.06246794871795
Python2,74.3820275
Dart,69.22401282051283
Ruby,66.41969342105263
Kotlin,66.01821764705882
Rust,60.21194634146342
PHP,58.120979999999996
Go,57.4942024691358
Swift,52.93172564102564
Java,45.389585365853655
C#,36.131845000000006
TypeScript,31.10083291139241
C++,19.115283750000003
JavaScript,17.197389743589746
